topic,the concept of the topic,candidate,candidate masked,label,wikipedia article name,wikipedia url
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"[REF] Planned Parenthood, which advocates family planning and sex education, argues that no studies have shown abstinence-only programs to result in delayed intercourse, and cites surveys showing that 76% of American parents want their children to receive comprehensive sexuality education including condom use.","[REF] Planned Parenthood, which advocates family planning and sex education, argues that no studies have shown TOPIC_CONCEPT to result in delayed intercourse, and cites surveys showing that 76% of American parents want their children to receive comprehensive sexuality education including condom use.",1,Condom,https://en.wikipedia.org/wiki/Condom
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"[REF][REF] Professional medical organizations, including the AMA, AAP, ACOG, APHA, APA, and Society for Adolescent Medicine, support comprehensive sex education (providing abstinence and contraceptive information) and oppose the sole use of abstinence-only sex education.","[REF][REF] Professional medical organizations, including the AMA, AAP, ACOG, APHA, APA, and Society for Adolescent Medicine, support comprehensive sex education (providing abstinence and contraceptive information) and oppose the sole use of TOPIC_CONCEPT.",1,Birth control,https://en.wikipedia.org/wiki/Birth_control
Abstinence-only sex education should be mandatory,Abstinence-only sex education,The prevalence of religion in the United States contributes to the widespread implementation of abstinence-only sex education.,The prevalence of religion in the United States contributes to the widespread implementation of TOPIC_CONCEPT.,0,Sex education in the United States,https://en.wikipedia.org/wiki/Sex_education_in_the_United_States
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"Although abstinence has always been part of the country's prevention strategy it has come under scrutiny since 2003 following significant investment of money for abstinence-only programmes from PEPFAR, the American government's initiative to combat the global HIV/AIDS epidemic.","Although abstinence has always been part of the country's prevention strategy it has come under scrutiny since 2003 following significant investment of money for TOPIC_CONCEPT programmes from PEPFAR, the American government's initiative to combat the global HIV/AIDS epidemic.",0,HIV/AIDS in Uganda,https://en.wikipedia.org/wiki/HIV/AIDS_in_Uganda
Abstinence-only sex education should be mandatory,Abstinence-only sex education,Abstinence-only education programs have been found to be ineffective in decreasing rates of HIV infection in the developed world[REF] and unplanned pregnancy [REF].,TOPIC_CONCEPT programs have been found to be ineffective in decreasing rates of HIV infection in the developed world[REF] and unplanned pregnancy [REF].,1,Safe sex,https://en.wikipedia.org/wiki/Safe_sex
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"Proponents of abstinence-only sex education argue that this approach is superior to comprehensive sex education because it emphasizes the teaching of morality that limits sex to that within the bounds of marriage, and that sex before marriage and at a young age has heavy physical and emotional costs [REF].","Proponents of TOPIC_CONCEPT argue that this approach is superior to comprehensive sex education because it emphasizes the teaching of morality that limits sex to that within the bounds of marriage, and that sex before marriage and at a young age has heavy physical and emotional costs [REF].",1,Abstinence-only sex education,https://en.wikipedia.org/wiki/Abstinence-only_sex_education
Abstinence-only sex education should be mandatory,Abstinence-only sex education,Critics contend that spending a portion of funding on abstinence-until-marriage programs is unjust[REF] while others feel that foreign aid is generally inefficient [REF].,Critics contend that spending a portion of funding on TOPIC_CONCEPT programs is unjust[REF] while others feel that foreign aid is generally inefficient [REF].,0,President's Emergency Plan for AIDS Relief,https://en.wikipedia.org/wiki/President's_Emergency_Plan_for_AIDS_Relief
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"According to Advocates for Youth, abstinence-only sex education distorts information about contraceptives, including only revealing failure rates associated with their use, and ignoring discussion of their benefits [REF].","According to Advocates for Youth, TOPIC_CONCEPT distorts information about contraceptives, including only revealing failure rates associated with their use, and ignoring discussion of their benefits [REF].",1,Abstinence-only sex education,https://en.wikipedia.org/wiki/Abstinence-only_sex_education
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"In the Kaiser study, 34% of high-school principals said their school's main message was abstinence-only.","In the Kaiser study, 34% of high-school principals said their school's main message was TOPIC_CONCEPT.",0,Sex education,https://en.wikipedia.org/wiki/Sex_education
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"Currently, empirical evidence also suggests that abstinence-only sex education does not work, and comprehensive sex education should be used instead [REF].","Currently, empirical evidence also suggests that TOPIC_CONCEPT does not work, and comprehensive sex education should be used instead [REF].",1,Catholic Church and AIDS,https://en.wikipedia.org/wiki/Catholic_Church_and_AIDS
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"In 1996, the United States federal government shifted the objective of sex education towards ""abstinence-only sex education"" programs, promoting sexual abstinence before marriage (ie., virginity) and prohibiting information on birth control and contraception.","In 1996, the United States federal government shifted the objective of sex education towards TOPIC_CONCEPT programs, promoting sexual abstinence before marriage (ie., virginity) and prohibiting information on birth control and contraception.",1,Virginity,https://en.wikipedia.org/wiki/Virginity
